TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,target,bin_TransactionAmount,bin_CustomerAge
2153888273.1170506,1019,0,6,1,212554.00000000003,2,10179010.0,21.0,1443223292173.8057,96,2,1,2
291650556.556225,2108,1,7,1,216398.00000000003,2,11776910.0,21.0,357437948806.47003,38,0,1,2
637462618.045425,1771,0,1,2,78014.0,3,24223710.0,21.0,329839669895.92834,61,0,1,1
1236042971.92425,184,1,12,0,308654.00000000006,4,4796610.0,21.0,1461014997399.2942,228,1,1,0
4512273511.88475,2110,0,19,2,193334.00000000003,0,9169810.0,21.0,1905803201688.6528,317,0,2,2
1556780713.367225,2060,1,20,1,108766.0,3,16234210.000000002,21.0,426984726391.46295,245,0,1,1
498651771.38717514,1774,1,38,0,220242.00000000003,2,7740109.999999997,21.0,1176487143749.0815,154,0,1,2
2153520074.5848002,2369,1,30,0,101078.0,3,10179010.0,21.0,121383030577.16222,279,0,1,1
1137513044.69415,602,1,20,2,97234.0,3,14047610.0,21.0,427511461786.8687,84,1,1,1
1089610415.6484249,324,1,4,1,139518.00000000003,0,9842610.0,21.0,232524199007.76236,213,1,1,1
5570807472.250275,1381,1,30,2,74170.0,3,4207910.000000001,21.0,2205073006888.4336,202,2,0,1
285133442.53540003,1111,1,42,1,224086.00000000003,2,22541710.0,21.0,431709852732.60236,275,2,1,2
340584141.49225,1698,0,39,2,154894.00000000003,1,5889910.0,21.0,1393294088306.7788,122,0,1,2
359877744.58215,1555,0,20,2,158738.00000000003,1,11524610.0,21.0,910419373851.3009,52,2,1,2
1073961978.0277998,1375,1,8,0,81858.0,3,7571910.0,21.0,321137470002.0831,335,2,1,1
209726383.13060004,1117,1,0,0,85702.0,3,11356410.0,21.0,353633502820.32556,55,2,1,1
1608291688.029,1147,1,39,2,104922.0,3,7740109.999999997,21.0,278049186753.5397,217,2,1,1
955438870.496525,1011,1,2,2,277902.00000000006,2,24560110.0,21.0,1620179826942.9534,68,2,1,0
2674079159.4798503,274,1,29,2,220242.00000000003,2,12365610.0,21.0,475918001989.8654,26,1,2,2
2093871912.3603003,732,1,15,0,277902.00000000006,2,8497010.0,21.0,650683494568.0399,136,1,1,0
285612100.627325,2249,1,1,2,189490.00000000003,4,18925410.0,21.0,2833291279692.9976,91,0,1,2
3679334792.2288003,894,1,4,2,112610.0,1,3366910.0000000005,21.0,945560149516.2231,351,2,2,1
52137411.3276,55,0,28,1,285590.00000000006,2,24391910.0,21.0,1195062312545.8882,237,1,1,0
4207883785.273675,1226,0,29,1,235618.00000000003,2,4039710.0000000005,21.0,546077828753.54486,302,2,2,0
225816658.98992503,1681,1,33,0,104922.0,1,10851810.0,21.0,1668159224577.407,4,0,1,1
101770573.4749,1013,1,27,2,208710.00000000003,1,1937209.9999999998,21.0,1659552191162.5632,119,2,1,2
14176142.652625,674,1,38,0,112610.0,0,2694110.0000000005,21.0,2325252777650.2812,148,1,1,1
1587746209.92945,705,0,2,1,281746.00000000006,2,10851810.0,21.0,1439888039060.8796,67,1,1,0
657418978.4933752,2259,1,15,1,212554.00000000003,1,5637610.0,21.0,1675020063761.2625,357,0,1,2
915931167.9861001,906,1,10,0,70326.0,3,4712510.0,21.0,120942608965.0373,10,2,1,3
280420501.3226,2082,1,37,0,89546.0,3,8328810.0,21.0,237309081045.01904,340,0,1,1
1278569902.3991249,186,1,16,0,266370.00000000006,0,21027910.0,21.0,1609764630427.0745,98,1,1,0
1200254074.58955,1257,1,42,0,74170.0,3,23298610.0,21.0,173149168806.31784,120,2,1,1
918876756.2441003,2058,1,27,1,293278.00000000006,2,20691510.0,21.0,983746252509.2053,284,0,1,0
64177503.33217501,351,1,0,0,216398.00000000003,0,2778210.0000000005,21.0,2358997040565.1997,133,1,1,2
729070412.8692251,719,0,2,1,101078.0,3,3366910.0000000005,21.0,55536679803.59066,226,1,1,1
2156097464.3105507,1550,1,33,1,89546.0,3,4628410.0,21.0,382663705263.75586,173,2,1,1
1600449059.2920752,2200,0,41,2,104922.0,3,10431309.999999998,21.0,287300253782.0933,226,0,1,1
1880390403.36175,987,0,26,2,104922.0,3,24728310.0,21.0,1289945505284.6807,94,2,1,1
1222345986.52455,1503,1,10,0,285590.00000000006,2,1012110.0000000001,21.0,1682232797600.032,183,2,1,0
734703850.4126501,1803,1,32,2,216398.00000000003,1,22541710.0,21.0,2125473993312.1274,265,0,1,2
784152913.2938251,2032,1,1,2,227930.00000000003,1,14972710.000000002,21.0,925196736183.7537,258,0,1,0
996198448.0166,310,1,30,2,89546.0,3,11692810.0,21.0,280729340383.10394,102,1,1,1
1128050342.415325,1132,1,7,0,101078.0,1,10094910.0,21.0,2126788618626.7112,80,2,1,1
2367590701.23495,1752,0,11,0,147206.00000000003,0,7151410.0,21.0,2653462045162.3516,38,0,2,1
362602413.72080004,299,1,24,1,181802.00000000003,1,1012110.0000000001,21.0,2111130413070.0088,305,1,1,2
3273322270.7167253,1526,1,41,2,139518.00000000003,1,14215810.0,21.0,1068274004428.2366,299,2,2,1
1980393124.7208502,1662,1,18,2,104922.0,3,11272310.0,21.0,64860781571.843445,184,0,1,1
888021719.2415502,943,1,23,0,97234.0,3,13627110.0,21.0,319922437514.3616,33,2,1,1
480646863.16015005,617,1,1,0,247150.00000000006,0,7908310.0,21.0,2479778794636.0825,207,1,1,0
2946656532.904525,2179,0,36,1,78014.0,3,7067310.000000001,21.0,153462986696.51282,318,0,2,1
32438789.852225006,884,1,9,2,220242.00000000003,0,13879410.0,21.0,2993020468588.877,197,2,1,2
105010720.55870001,960,1,11,0,78014.0,3,13711210.0,21.0,146626492425.89023,125,2,1,1
1588077588.608475,744,0,1,2,89546.0,3,8328810.0,21.0,75853616483.52434,186,1,1,1
3259772564.729925,1475,0,33,0,181802.00000000003,1,4964810.000000001,21.0,1718345156620.3452,220,2,2,2
733562434.9626751,1549,1,40,0,112610.0,1,4544310.0,21.0,2176436749404.5928,83,2,1,1
155601198.88985002,1919,1,33,0,170270.00000000003,0,14384010.0,21.0,59484982095.20304,192,0,1,2
611430981.81535,1223,1,16,0,116454.0,1,14468110.0,21.0,1194601972368.3906,41,2,1,1
1317120288.7257,1370,1,24,0,204866.00000000003,2,2105410.0,21.0,1695182078266.0771,295,2,1,2
2166370203.3603253,36,1,9,2,108766.0,3,23887310.0,21.0,426276510733.77466,76,1,1,1
268122670.34544998,2010,1,15,2,262526.00000000006,0,10683610.0,21.0,1529663226368.5952,26,0,1,0
597807636.1221001,2088,1,40,2,139518.00000000003,1,12365610.0,21.0,1665866376385.641,159,0,1,1
2153299155.4654503,1856,0,26,2,166426.00000000003,0,9169810.0,21.0,2671545889346.6367,204,0,1,2
140468239.21437502,1775,0,28,2,277902.00000000006,2,10851810.0,21.0,315482810610.22797,359,0,1,0
1758295770.06765,1461,0,37,0,89546.0,3,4376110.000000001,21.0,353806130386.88715,25,2,1,1
2354887851.8723254,2264,1,30,1,231774.00000000003,0,3619210.0000000005,21.0,2595273276187.5347,338,0,2,0
214402504.490175,1298,1,31,2,108766.0,3,2862310.0000000005,21.0,2033855232120.492,216,2,1,1
2857994326.338725,347,0,33,2,300966.00000000006,2,8328810.0,21.0,1083542691373.2108,15,1,2,0
694459750.8377252,2365,1,4,2,258682.00000000006,2,2189510.0,21.0,1586309413114.0095,0,0,1,0
2486702926.417825,2351,0,17,2,216398.00000000003,2,2610010.0000000005,21.0,1041279922000.6603,287,0,2,2
349126347.44045,531,0,8,1,258682.00000000006,2,4712510.0,21.0,280569991860.124,353,1,1,0
1565507018.5815501,316,0,14,2,227930.00000000003,1,11356410.0,21.0,1281550936567.1438,302,1,1,0
185130721.17630002,198,1,28,1,231774.00000000003,1,5469410.0,21.0,1267950982765.598,23,1,1,0
260243221.75530005,2091,1,12,2,97234.0,3,8833410.0,21.0,327199353397.1091,271,0,1,1
963833797.031825,83,1,6,2,108766.0,3,3871509.9999999995,21.0,182524173574.96695,324,1,1,1
674613849.9494501,1772,1,25,0,104922.0,3,5301210.0,21.0,226723470136.50897,64,0,1,1
214733883.16920003,1316,0,21,1,112610.0,1,23130410.0,69.0,1333989879671.1033,35,2,1,1
577556716.8483502,173,1,5,0,197178.00000000003,0,8581110.0,21.0,3198779248886.6367,244,1,1,2
444305668.02707505,2331,1,7,0,162582.00000000003,0,19598210.0,21.0,1189480687893.732,344,0,1,2
1136334809.39095,1779,0,34,1,227930.00000000003,1,8497010.0,21.0,2024630723179.1016,24,0,1,0
1866067480.4572248,2289,1,25,0,227930.00000000003,1,3451010.0000000005,21.0,610224461948.6644,97,0,1,0
1209127659.2167747,2002,1,27,0,158738.00000000003,1,9085709.999999998,21.0,558568982416.0226,333,0,1,2
2931965411.46775,534,1,2,1,258682.00000000006,2,5385310.0,21.0,331709801867.01154,129,1,2,0
266833975.48257506,1862,1,4,2,112610.0,0,6058110.0,21.0,288944642012.2884,286,0,1,1
1029483595.3320001,945,1,13,0,97234.0,3,11020010.0,21.0,422916912707.61584,30,2,1,1
1120060434.2654998,995,1,16,2,97234.0,3,8581110.0,21.0,93760406753.38745,236,2,1,1
1293776501.78105,1122,1,27,1,247150.00000000006,2,1769010.0000000002,21.0,1683481027696.7075,9,2,1,0
316908975.86857504,2079,1,9,1,120298.0,0,1937209.9999999998,21.0,186474689040.50958,355,0,1,1
2225760626.6122503,1384,1,32,0,108766.0,3,6730910.0,21.0,157008491332.81494,9,2,1,1
952530102.0917499,346,1,5,0,104922.0,3,10347210.0,21.0,300632413538.0759,13,1,1,1
3662213560.4791746,1084,1,2,2,235618.00000000003,0,13290710.0,21.0,2996227357613.8467,182,2,2,0
42196050.95685001,192,0,2,1,289434.00000000006,2,5385310.0,21.0,1606396179705.1943,107,1,1,0
234763883.3236,1128,1,35,0,266370.00000000006,2,8412910.0,21.0,1102219666170.8098,239,2,1,0
1645222000.813675,1123,0,24,1,212554.00000000003,2,12029210.0,21.0,359310293951.4835,190,2,1,2
233953846.55265006,897,1,9,0,101078.0,1,11440510.0,21.0,974191980652.2037,68,2,1,1
298646328.66897506,1849,1,5,2,185646.00000000003,1,9253910.0,21.0,454005366906.2027,83,0,1,2
1624713342.56735,371,0,40,1,224086.00000000003,0,7319610.0,85.0,3033138672422.99,317,1,1,2
629472709.8956001,2344,1,42,1,247150.00000000006,0,5805810.000000001,21.0,2960097293202.0913,30,0,1,0
178613607.15547502,62,1,2,1,85702.0,3,5805810.000000001,21.0,744342802123.39,269,1,1,1
1196756188.5331748,73,1,17,1,231774.00000000003,0,8917510.0,21.0,2992602178716.0547,225,1,1,0
463304712.291175,928,1,20,3,220242.00000000003,2,11608710.0,21.0,1352219793334.7866,306,2,1,2
1866141120.1636748,718,1,16,3,143362.00000000003,1,3787410.0000000005,21.0,2207817342561.9766,68,1,1,1
2720766733.3691506,1798,1,30,1,158738.00000000003,0,14552210.0,21.0,3066615141292.3447,148,0,2,2
664083371.9271002,936,0,28,2,127986.00000000001,1,4628410.0,21.0,2192201187309.9487,17,2,1,1
828815395.2557501,2237,1,4,0,108766.0,3,2946410.0000000005,21.0,342536648733.92175,360,0,1,1
1323711042.452975,2161,1,5,3,304810.00000000006,2,13206610.0,21.0,1583244167220.5774,347,0,1,0
2652723644.60935,2207,1,40,1,208710.00000000003,2,3703310.0000000005,21.0,686426253541.9973,132,0,2,2
4111194850.7048244,354,1,40,0,216398.00000000003,2,8749310.0,21.0,308327619293.6456,51,1,2,2
1073151941.2568499,237,1,24,0,220242.00000000003,2,11356410.0,21.0,1580767625592.5984,220,1,1,2
4392424889.637375,2192,1,19,1,89546.0,3,6142210.0,21.0,71962856714.09914,98,0,2,1
361718737.24340004,645,1,23,2,108766.0,3,12449710.0,21.0,128511663806.58118,155,1,1,1
369966384.3658001,308,0,25,1,70326.0,3,8749310.0,21.0,1361061423186.2395,348,1,1,3
169003625.46375003,1168,1,8,1,216398.00000000003,1,22205310.0,21.0,1261123341190.6963,82,2,1,2
950725929.2837249,2128,1,35,2,151050.00000000003,0,18925410.0,21.0,2116329158632.2268,228,0,1,2
3973267680.523975,785,1,19,2,204866.00000000003,1,17748010.0,21.0,451114961753.26227,78,1,2,2
1058608099.2329748,885,1,12,2,85702.0,3,21448410.0,21.0,41531715172.80414,116,2,1,1
1845779741.3302498,898,0,35,2,101078.0,1,12281510.0,21.0,1885643400357.7688,104,2,1,1
96100316.07825,304,1,23,0,104922.0,3,2694110.0000000005,21.0,317751313888.7608,46,1,1,1
1608181228.4693248,1732,1,17,0,78014.0,3,14804510.000000002,21.0,182741064620.13403,168,0,1,1
1076539367.75355,832,2,3,0,262526.00000000006,0,18841310.0,21.0,1284503310590.132,199,2,1,0
3779411153.2943506,1087,1,30,1,204866.00000000003,2,13879410.0,21.0,693714235294.3961,61,2,2,2
93117907.967025,1308,1,24,2,193334.00000000003,4,10515410.0,21.0,1189513885502.686,21,2,1,2
454173388.69137496,1406,0,3,2,120298.0,0,843910.0000000001,21.0,1516503694179.174,215,2,1,1
513711091.35620016,1694,1,32,1,89546.0,3,2610010.0000000005,21.0,347518503250.973,97,0,1,1
188518147.67300004,490,1,40,2,70326.0,3,6983210.0,21.0,161695993717.13953,21,1,1,3
452332396.030125,2149,0,39,2,181802.00000000003,0,10683610.0,53.0,2918157647223.361,37,0,1,2
594199290.5060501,2000,0,7,2,93390.0,3,8497010.0,21.0,863214587092.4442,271,0,1,1
9242282.320474999,670,1,3,2,243306.00000000003,2,2694110.0000000005,21.0,1082588813409.2617,298,1,1,0
83287007.15595001,811,1,41,0,247150.00000000006,0,8581110.0,21.0,1700161719609.1978,293,2,1,0
466986697.61367506,319,1,2,1,220242.00000000003,2,3282810.0000000005,21.0,1350254494884.7014,248,1,1,2
171581015.18950003,1531,1,11,2,212554.00000000003,0,5721710.000000001,21.0,345898459934.011,0,2,1,2
897668520.7865002,20,1,37,1,220242.00000000003,0,4039710.0000000005,21.0,3039311214514.53,226,1,1,2
852416921.1729751,1514,0,28,1,231774.00000000003,2,8076510.0,21.0,1281584134176.0981,345,2,1,0
644532029.8646252,14,1,43,2,151050.00000000003,1,2862310.0000000005,21.0,320325235169.6718,106,1,1,2
2808397984.04465,766,1,20,0,247150.00000000006,0,20523310.0,21.0,45836338467.19095,16,1,2,0
125298459.68567501,886,1,20,1,220242.00000000003,1,3198709.9999999995,21.0,681039388195.7056,216,2,1,2
58728165.05487501,496,1,33,1,97234.0,3,4376110.000000001,21.0,438873896744.9057,315,1,1,1
373758829.24797505,540,0,40,2,177958.00000000003,1,16738810.000000002,21.0,675566209066.1329,330,1,1,2
1139280397.64895,1867,1,14,1,104922.0,1,3535110.000000001,21.0,1895465466260.3335,238,0,1,1
948479918.2370001,2265,0,13,2,227930.00000000003,2,24644210.0,21.0,1759638555811.435,214,0,1,0
2749633498.29755,2118,0,43,1,81858.0,3,5385310.0,21.0,376199024213.4197,81,0,2,1
301960115.45922506,2323,0,34,1,89546.0,3,13122510.0,21.0,63621404170.888885,51,0,1,1
1756270678.140275,66,1,36,2,89546.0,3,15729610.000000002,21.0,255508010273.6786,227,1,1,1
1178640820.746475,2369,1,12,1,89546.0,3,10935910.0,21.0,902197432700.3257,75,0,1,1
1227537585.829275,1607,1,30,0,262526.00000000006,0,2946410.0000000005,21.0,2352293336730.3936,134,0,1,0
37924947.98275,2211,1,14,0,181802.00000000003,1,16570610.000000002,21.0,1726569310945.251,229,0,1,2
2715317395.0918503,19,0,0,1,204866.00000000003,0,6310410.0,69.0,140352144333.55777,74,1,2,2
1533731485.248375,787,1,28,2,127986.00000000001,1,6142210.0,21.0,204268607439.92865,360,1,1,1
364332946.822375,2353,1,23,1,289434.00000000006,2,6142210.0,21.0,1255052605099.9492,89,0,1,0
66791712.91115,313,0,25,0,224086.00000000003,2,4039710.0000000005,21.0,1332520332181.4001,284,1,1,2
4251920329.730775,1341,1,8,0,197178.00000000003,0,9085709.999999998,21.0,1367809390499.651,323,2,2,2
792106001.5904251,30,1,5,2,177958.00000000003,1,9590310.0,21.0,875685822189.5494,113,1,1,2
804772031.0998251,1834,0,22,1,239462.00000000003,0,8581110.0,21.0,3069642763228.9624,116,0,1,0
1258797641.2173,1041,1,2,0,166426.00000000003,1,7487810.0,21.0,920575629017.3375,276,2,1,2
2547639783.5052004,1194,1,4,2,74170.0,3,5133010.000000001,21.0,240053416718.5613,349,2,2,1
185683018.97467503,1190,1,38,1,124142.0,0,4292010.000000001,21.0,2167641596205.676,167,2,1,1
1621657294.749675,1687,1,7,1,300966.00000000006,2,1937209.9999999998,21.0,1133863627025.896,89,0,1,0
1101024570.1481748,126,1,8,1,151050.00000000003,1,4376110.000000001,21.0,305702795012.33826,219,1,1,2
7290830.09955,2327,1,39,0,254838.00000000006,0,14299910.0,21.0,2571510427698.1616,263,0,1,0
638640853.3486251,2310,1,30,0,120298.0,1,13543010.0,21.0,2009036699666.377,48,0,1,1
1615508379.2610998,267,1,35,1,85702.0,3,6142210.0,21.0,403726481558.19257,289,1,1,1
1913233712.43845,2098,0,42,2,274058.00000000006,2,3366910.0000000005,21.0,920533578712.6622,14,0,1,0
2719809417.1853004,445,1,6,2,193334.00000000003,0,10431309.999999998,21.0,3176421765842.9883,316,1,2,2
556495760.80365,951,1,22,2,247150.00000000006,2,3198709.9999999995,21.0,477281317130.9154,316,2,1,0
278984527.046825,1373,1,5,1,197178.00000000003,1,12449710.0,21.0,1850591151650.0576,204,2,1,2
1636716614.7187,613,1,21,2,104922.0,1,1432610.0,21.0,1200559836588.6936,35,1,1,1
19478201.517025005,456,1,16,2,201022.00000000003,0,23214510.0,21.0,2492896276520.8276,171,1,1,2
359472726.196675,824,0,25,2,185646.00000000003,0,10683610.0,21.0,2759234053638.102,286,2,1,2
946086627.777375,773,1,36,1,101078.0,1,5974010.0,21.0,560208944298.357,107,1,1,1
2705744233.2533503,2217,0,4,1,185646.00000000003,1,24391910.0,21.0,1381471313171.2446,146,0,2,2
4605943218.48915,401,1,8,0,139518.00000000003,0,9001610.0,37.0,2559751834606.605,130,1,2,1
310318222.1413,1023,1,22,1,151050.00000000003,0,11945110.0,21.0,3006832887087.7295,77,2,1,2
3414857786.5136256,1376,1,2,0,93390.0,3,7992410.0,21.0,257136906286.36176,50,2,2,1
745565707.1140252,2342,0,41,0,185646.00000000003,1,5805810.000000001,21.0,1648174263987.0144,125,0,1,2
570671404.2952752,1510,1,23,1,97234.0,3,4460210.000000001,21.0,314119495469.1779,103,2,1,1
1772986891.5044248,1619,1,1,1,224086.00000000003,2,23298610.0,21.0,1359452445738.9287,330,0,1,2
636689401.1277001,1508,1,24,2,78014.0,3,17832110.0,21.0,92151429306.0768,111,2,1,1
1014718834.1887747,1800,0,30,1,204866.00000000003,2,20018710.0,21.0,1397226898380.8796,229,0,1,2
762907857.9830002,2359,1,8,2,231774.00000000003,1,11188210.0,21.0,1791109889099.9597,0,0,1,0
503769730.9854501,1496,1,6,1,120298.0,1,1180310.0,21.0,1378616318801.1887,100,2,1,1
2297559340.401,300,1,15,1,101078.0,1,11104110.0,85.0,1101316691207.2573,318,1,1,1
37372650.184375,353,1,2,0,227930.00000000003,0,4880710.000000001,85.0,1583536306179.3738,276,1,1,0
96836713.14275001,2244,1,41,0,124142.0,0,2778210.0000000005,21.0,1654067946163.3396,185,0,1,1
1176394809.69975,1007,0,41,1,112610.0,1,5805810.000000001,21.0,523704853492.38477,261,2,1,1
671668261.6914501,537,1,18,1,197178.00000000003,2,11524610.0,21.0,675305054542.3605,257,1,1,2
2638584820.97095,632,1,1,0,170270.00000000003,0,20271010.0,21.0,1546434658412.2268,222,1,2,2
820935946.6656001,542,0,14,0,250994.00000000006,0,12617910.0,21.0,1631201433115.7278,357,1,1,0
293712468.336825,141,1,37,0,262526.00000000006,2,14047610.0,21.0,1108870253831.2893,141,1,1,0
2180619486.5584,1839,1,40,0,201022.00000000003,0,11776910.0,21.0,2172685419592.775,57,0,1,2
737097140.8722751,1248,0,35,1,201022.00000000003,2,9085709.999999998,21.0,971576009066.6176,353,2,1,2
1095391132.60475,558,0,18,1,281746.00000000006,2,6730910.0,21.0,1497908606816.9954,86,1,1,0
1273451942.80085,2070,2,29,0,197178.00000000003,2,12197410.0,21.0,333004508616.223,183,0,1,2
1266161611.8623,2229,1,26,2,243306.00000000003,2,8160610.0,21.0,1435505954678.933,337,0,1,0
60826896.6887,29,0,4,2,97234.0,3,11356410.0,21.0,184918827767.52557,65,1,1,1
596850319.9382501,2205,1,25,1,158738.00000000003,1,12702010.0,21.0,1898163325281.34,106,0,1,2
132993809.00970002,2151,1,15,2,85702.0,3,19682310.0,21.0,352566752985.93256,108,0,1,1
1306773909.969475,2268,1,4,0,285590.00000000006,2,16066010.000000002,21.0,857064176740.2074,165,0,1,0
141425555.398225,648,1,10,0,154894.00000000003,0,9842610.0,21.0,2020558483147.3936,64,1,1,2
197060353.62120003,584,1,36,1,189490.00000000003,1,4628410.0,21.0,492983786166.2236,133,1,1,2
48970903.95025001,979,1,35,0,89546.0,3,5301210.0,21.0,47142111086.05379,174,2,1,1
698289015.5731251,1702,1,5,0,81858.0,3,5048910.000000001,21.0,1871702617770.9604,277,0,1,1
940084991.7017001,1622,1,3,0,308654.00000000006,2,2273609.9999999995,21.0,1392225125298.4558,66,0,1,0
848734935.8504751,311,0,22,1,197178.00000000003,1,4712510.0,21.0,2107467610215.402,265,1,1,2
875355689.7321501,1030,1,40,0,235618.00000000003,0,12786109.999999998,21.0,2610466715218.88,243,2,1,0
1887975293.1260998,650,1,14,0,201022.00000000003,0,2189510.0,21.0,1133447550327.0042,43,1,1,2
557342617.4278251,606,1,3,0,208710.00000000003,1,4460210.000000001,21.0,1849347347901.2424,138,1,1,2
313006071.4267251,148,0,32,0,97234.0,3,13206610.0,21.0,287581326871.2384,155,1,1,1
1636532515.452575,90,1,38,2,220242.00000000003,2,5133010.000000001,21.0,1341835581253.9316,258,1,1,2
206118037.51455,1705,0,18,1,93390.0,3,7319610.0,21.0,1559634027732.393,340,0,1,1
202178313.21947503,259,0,8,0,158738.00000000003,1,23130410.0,21.0,1754444236597.0771,62,1,1,2
3857579701.6910253,1835,1,2,2,78014.0,3,11692810.0,21.0,418242689366.8728,258,0,2,1
1449745400.0421498,2190,1,5,2,101078.0,3,7571910.0,21.0,391525253680.581,29,0,1,1
217016714.06915,2369,1,24,2,116454.0,1,2189510.0,21.0,1012745470517.6117,135,0,1,1
1898321671.8823252,15,1,8,0,104922.0,1,4712510.0,21.0,2051540704997.3274,31,1,1,1
1222971924.0293748,1845,1,9,0,227930.00000000003,0,8833410.0,21.0,2157726576998.0396,53,0,1,0
655172967.4466501,1717,1,25,2,74170.0,3,14552210.0,21.0,27276661887.89641,305,0,1,1
252879251.11030006,1644,1,34,3,189490.00000000003,1,11861010.0,21.0,1044289838545.8357,4,0,1,2
5270909767.73265,2228,1,32,2,78014.0,3,7067310.000000001,21.0,259381064651.66162,138,0,0,1
883787436.1206751,389,1,1,2,127986.00000000001,1,2610010.0000000005,21.0,1727987955434.5579,198,1,1,1
619825908.3506501,1131,1,31,0,247150.00000000006,2,20186910.0,21.0,1656121771570.6357,286,2,1,0
1748096670.724325,1776,1,4,2,177958.00000000003,1,23887310.0,21.0,1879988740965.9138,1,0,1,2
1663153269.3342497,407,1,6,2,112610.0,1,8665210.0,21.0,1990678421914.7373,267,1,1,1
897852620.052625,2290,1,29,1,151050.00000000003,1,3619210.0000000005,21.0,1012922524432.0337,150,0,1,2
21208734.6186,1512,1,15,1,147206.00000000003,4,13795310.0,21.0,1296874952860.375,178,2,1,1
1601958673.2742999,1267,1,37,2,212554.00000000003,1,6562710.0,21.0,465522724039.359,291,2,1,2
470484583.67005,727,1,24,0,78014.0,3,14299910.0,21.0,231645568957.4428,243,1,1,1
85201639.52365,2039,0,23,2,181802.00000000003,0,7824210.0,21.0,2331921070702.203,178,0,1,2
2009885827.1540751,8,1,24,1,104922.0,1,3451010.0000000005,21.0,1075606249659.241,201,1,1,1
78095407.851225,2177,1,26,2,212554.00000000003,1,3114610.0000000005,21.0,2119208497915.5159,55,0,1,2
1559431742.7994246,1396,0,18,1,193334.00000000003,0,6815010.0,21.0,1206933777507.8884,60,2,1,2
523210613.4882501,1003,0,37,2,70326.0,4,9169810.0,21.0,342078521730.3546,332,2,1,3
420299123.72437507,335,1,1,0,74170.0,3,4376110.000000001,21.0,356853670888.8772,135,1,1,1
1016154808.4645499,2258,0,42,2,277902.00000000006,2,5637610.0,21.0,1361335856753.5938,53,0,1,0
2174875589.4553003,1708,1,42,1,104922.0,3,1937209.9999999998,21.0,188608188709.2957,172,0,1,1
561208702.01645,1895,1,38,0,162582.00000000003,0,14804510.000000002,21.0,2023238636776.9583,354,0,1,2
1457219830.2468247,376,0,12,1,166426.00000000003,0,9926710.0,21.0,1422184860792.602,114,1,1,2
2265010590.1500998,218,1,4,2,101078.0,3,11776910.0,21.0,47498432088.82823,14,1,1,1
765190688.8829501,394,0,19,2,74170.0,3,2525910.0000000005,21.0,50687615722.35594,39,1,1,1
811951902.4787002,985,1,39,0,220242.00000000003,2,12786109.999999998,21.0,396843510635.0342,56,2,1,2
1036368907.885075,1450,1,30,0,131830.00000000003,1,11945110.0,21.0,982093011583.2891,289,2,1,1
213224269.186975,2141,0,34,1,224086.00000000003,1,8160610.0,21.0,805831413428.2482,40,0,1,2
112227411.7908,2181,0,39,1,124142.0,0,6562710.0,21.0,2541134615505.1235,75,0,1,1
4243783142.1680493,1626,1,2,1,250994.00000000006,2,15140910.000000002,21.0,1674747843367.8384,321,0,2,0
1562892809.0025752,369,1,28,2,85702.0,3,9758510.0,21.0,1215377036051.8916,140,1,1,1
840965946.82,32,1,29,0,258682.00000000006,0,9758510.0,21.0,2124301011129.081,193,1,1,0
247319453.27332506,1159,1,39,2,243306.00000000003,0,4039710.0000000005,21.0,3189282519551.8223,152,2,1,0
1048961297.6880249,2273,1,1,2,204866.00000000003,0,9674410.0,21.0,2155323070109.7598,28,0,1,2
437015337.08852506,281,1,29,2,127986.00000000001,0,24896510.0,21.0,165843481662.47675,217,1,1,1
814934310.5899252,1869,1,21,0,104922.0,3,23214510.0,21.0,262357783587.8828,208,0,1,1
929002215.8809751,572,0,39,0,101078.0,3,14468110.0,21.0,350701047362.70984,343,1,1,1
216685335.39012504,837,0,25,2,274058.00000000006,2,9674410.0,21.0,396115376411.9734,11,2,1,0
716809401.7453002,2369,1,22,2,124142.0,0,13879410.0,21.0,3207815638043.9536,330,0,1,1
1596251596.0244248,1877,1,30,1,147206.00000000003,0,19430010.0,21.0,1409421486736.7002,165,0,1,1
656351202.74985,1842,1,28,0,227930.00000000003,2,4964810.000000001,21.0,251668153504.64978,148,0,1,0
872631020.5935001,253,1,40,2,189490.00000000003,0,9674410.0,21.0,3103181200968.3647,110,1,1,2
4306413712.503775,2319,1,27,2,108766.0,3,9590310.0,21.0,1316054318140.1467,309,0,2,1
1279969056.821675,2248,0,6,2,97234.0,3,22878110.0,21.0,309854709305.536,136,0,1,1
1906090660.9127998,618,1,29,0,120298.0,0,2021310.0,21.0,2502173901636.545,103,1,1,1
133472467.10162504,2135,1,40,1,201022.00000000003,0,6394509.999999997,21.0,42729042269.08344,226,0,1,2
171323276.21692502,1097,1,37,0,162582.00000000003,1,2862310.0000000005,21.0,988874176505.6548,59,2,1,2
763901994.0200751,1754,1,24,0,204866.00000000003,0,1012110.0000000001,21.0,373784451455.4886,38,0,1,2
735292968.0642501,611,1,16,0,166426.00000000003,1,23971410.0,21.0,1676359033989.079,155,1,1,2
1133646960.105525,1192,0,26,2,239462.00000000003,2,7571910.0,21.0,583737196351.1213,310,2,1,0
1486160234.881675,1002,1,19,1,120298.0,1,14047610.0,53.0,731238599282.2258,95,2,1,1
